title,score,connect_url
"
閬楄惤鎴樺
",6.8,/movie/9332
"
姝屽墽榄呭奖2锛氱湡鐖变笉姝?",6.5,/movie/3264
"
閭诲绉樹簨
",6,/movie/17965
"
琛€鏌撻洩灞卞牎
",8.1,/movie/17964
"
鎷涢瓊
",7.5,/movie/9516
"
涓嶈兘璇寸殑绉樺瘑
",7.2,/movie/1195
"
缁冭儐鍎?",4.6,/movie/17962
"
澶у攼鐜勫
",5.2,/movie/17604
"
瓒呯骇鐗瑰姟鍓у満鐗?",4.9,/movie/17959
"
鎴戠湅鍒颁簡鍏?",5.9,/movie/17958
"
纭牳浜ㄥ埄
",7.5,/movie/17775
"
椹皬涔愪箣鐜╁叿涔熺柉鐙?",3.6,/movie/17955
"
鐖变綘锛岀綏鑼?",7.3,/movie/17950
"
娈嬬Ы锛屼笉鍙互浣忕殑鎴块棿
",6.6,/movie/17951
"
鑷村懡鐢佃瘽
",4.6,/movie/17947
"
鑰佺埜涓婃垬鍦?",5.6,/movie/17946
"
閽㈠垁
",4.1,/movie/17785
"
姣嶄翰
",8.6,/movie/17939
"
灏戝コ涓庢垬杞﹀墽鍦虹増
",9.1,/movie/17937
"
姝屽墽榄呭奖
",8.5,/movie/1493
"
濞佸＋蹇屻€佹帰鎴堛€佺嫄姝ヨ垶
",6.8,/movie/17933
"
濞变汉鏃ヨ
",6.6,/movie/17932
"
姝讳骸绗旇
",2.4,/movie/17929
"
鑷村懡ID
",8.6,/movie/5336
"
鍙嶅嚮
",5.2,/movie/17922
"
鍒嗘鑰?锛氬繝璇氫笘鐣?",5.7,/movie/17644
"
澶Е鐏厜涓?",8.2,/movie/17919
"
鍖椾含閬囦笂瑗块泤鍥句箣涓嶄簩鎯呬功
",6.5,/movie/17594
"
涔变笘浣充汉
",9.2,/movie/1004
"
鍙ゆ儜浠?涔嬪彧鎵嬮伄澶?",7.6,/movie/16946
"
棰嗗吇鎯婇瓊
",5.1,/movie/17915
"
璐皯绐熺殑鐧句竾瀵岀縼
",8.5,/movie/3898
"
娴烽毦1890
",5.3,/movie/17914
"
鎴戠殑鍚嶅瓧鍙彲姹?",8.5,/movie/3946
"
榄斿榄呭奖
",4.7,/movie/17613
"
鍒ゆ垜鏈夌姜
",5.3,/movie/17658
"
鎴樹簤涔嬬帇
",8.5,/movie/3632
"
璧涘痉鍏嬄峰反鑾?涓?锛氬僵铏规ˉ
",8.7,/movie/3631
"
鍙ゆ儜浠?涔嬮緳浜夎檸鏂?",7.2,/movie/17910
"
璧涘痉鍏嬄峰反鑾?涓?锛氬お闃虫棗
",8.8,/movie/17909
"
鑹烘湳瀹?",8.4,/movie/3357
"
缁块噷濂囪抗
",8.7,/movie/3777
"
涔板嚩鎷嶄汉
",8.3,/movie/1252
"
姗樿壊濂囪抗
",6.7,/movie/17903
"
蹇冪伒鎹曟墜
",8.7,/movie/3874
"
涓冨畻缃?",8.7,/movie/753
"
瓒呰兘闄嗘垬闃?",8.6,/movie/12345
"
浣庝織灏忚
",8.7,/movie/693
"
妤氶棬鐨勪笘鐣?",9,/movie/3804
"
闈掕洐鎬诲姩鍛?",3.5,/movie/17897
"
澶╃┖涔嬬溂
",7.9,/movie/17896
"
鎴戠殑绁炵儲鑵愬
",5.2,/movie/14513
"
涓夊偦澶ч椆瀹濊幈鍧?",9.1,/movie/3767
"
灏界闆惤
",6.3,/movie/17891
"
榄佹嫈涔嬪崄涓囩伀鎬?",7.8,/movie/9324
"
鐙珛鏃?",8,/movie/3476
"
鎴戝緢甯?",2.4,/movie/17890
"
涓婄敇宀?",7.6,/movie/17888
"
鍝嗗暒A姊︼細浼存垜鍚岃
",7.9,/movie/12874
"
绗斾粰璇″奖
",2.9,/movie/17717
"
濉炲皵鐜?",7.2,/movie/14397
"
璋庤█澶х垎鐐?",3.1,/movie/17885
"
鐘姜瀹舵棌
",6.1,/movie/17883
"
灏忚姳鐨勫懗鍣屾堡
",7.3,/movie/17881
"
鑰剁ǎ鍩虹潱锛氳蛋鍑哄焹鍙?",6.4,/movie/17880
"
鍥戒骇鍑屽噷婕?",8,/movie/14735
"
蹇楁槑涓庢槬濞?",8,/movie/1048
"
鏉夊師鍗冧憨
",6.7,/movie/17876
"
鑰佺瑺
",7.3,/movie/17875
"
瑙掓枟澹?",8.4,/movie/470
"
鎰胯浣犵埍
",5.7,/movie/17872
"
鏄ュ▏涓庡織鏄?",7.4,/movie/3458
"
鑽掑攼鍏洘榫?",5.9,/movie/17869
"
铚滆渹鎬诲姩鍛?",6.8,/movie/17871
"
渚犲コ锛氬墤鐨勮蹇?",5.2,/movie/16622
"
鐗逛娇
",6.3,/movie/17867
"
闃块噷宸村反2鎵€缃楅棬灏佸嵃
",2.6,/movie/17862
"
瀹夊痉鐑堬細榛戣壊鐨勮糠瀹?",3.3,/movie/17861
"
姊︽兂鍚堜紮浜?",3.9,/movie/17590
"
闅斿鎯婇瓊
",2.7,/movie/17819
"
鍖堝ゴ澶у笣
",7.2,/movie/17858
"
鎶辩揣浠?",7.4,/movie/17850
"
甯傚満娉曞緥
",6.7,/movie/17849
"
褰曞彇閫氱煡
",7.6,/movie/17848
"
鏍煎垪浣涙父璁?",6,/movie/17844
"
涓€瑙﹀嵆鍙?",5.7,/movie/10811
"
娆㈤椆鐖跺瓙鎯?",7.4,/movie/17836
"
姹夊瘑灏旈】2锛氱粦绁ㄥ嵄鏈?",5.5,/movie/6496
"
椋熺褰掓潵
",3.8,/movie/17833
"
鏃堕棿鑴辩鑰?",6.7,/movie/17832
"
姹夊瘑灏旈】1锛氬浗瀹跺埄鐩?",6.7,/movie/5312
"
閭诲眳澶ф垬2锛氬濡逛細宕涜捣
",5.2,/movie/17822
"
灏忛褰撳3
",7.5,/movie/1031
"
鎷嶅緱涓嶉敊
",6,/movie/17820
"
鍐嶈锛屽湪涔熶笉瑙?",5.9,/movie/17712
"
宸叉槸棣欐腐鏄庢棩
",7,/movie/17817
"
瀹堟湜鑰?",7.9,/movie/827
"
鎭╀汉
",5.2,/movie/17816
"
澶у熬椴堥硹2
",5.4,/movie/17813
"
鎭愭€栫収鐩告満
",2.5,/movie/17808
"
鎭枩鍙戣储涔嬭皥閽辫鐖?",3,/movie/17807
"
4绛?",7.5,/movie/17806
"
娣卞涔﹀簵2
",3.9,/movie/17805
"
绾界害绾界害
",5.3,/movie/17802
"
鏂颁笘鐣?",8.4,/movie/8402
"
濡傜埗濡傚瓙
",8.3,/movie/11994
"
鍗辨ゼ鎰氬か
",8.5,/movie/16019
"
闆ㄦ爲涔嬪浗
",6.4,/movie/17801
"
琛€濠氭柊濞?",5.3,/movie/17800
"
鐚涗簬鐐伀
",6.8,/movie/17799
"
姝﹀＋闃块潪锛氬娲?",7.3,/movie/8815
"
鐖变附涓濇ⅵ娓镐粰澧?",7,/movie/491
"
鏄熸渤鎴橀槦3锛氭帬澶鸿€?",5.2,/movie/1194
"
涓樺悏灏旂殑绉樺瘑
",7.2,/movie/17787
"
2016缇庡浗鍏憡鐗岄煶涔愬ぇ濂?",6.8,/movie/17783
"
鐗规礇浼?",7.4,/movie/17782
"
鎭愭€栭潰绾?",4.9,/movie/17778
"
骞煎効鍥壒璀?
",4.9,/movie/17774
"
鏈濋矞榄旀湳甯?",5.4,/movie/17770
"
鑻遍泟鏈壊3锛氬闃充箣姝?",7.1,/movie/5025
"
澶фⅵ瑗挎父
",3.8,/movie/17765
"
鍓у満鐗圡OZU
",5.2,/movie/17764
"
娲涙礇
",6.6,/movie/17763
"
缇庝汉楸?",6.8,/movie/17062
"
鏄熸渤鎴橀槦2锛氳仈閭﹁嫳闆?",5,/movie/1170
"
鍗辨満13灏忔椂
",7.6,/movie/17761
"
绗節绐佸嚮闃?",7.2,/movie/4684
"
鐫″湪鎴戜笂閾虹殑鍏勫紵
",5,/movie/17430
"
宸撮粠鍘ㄦ埧
",6.6,/movie/17759
"
鎴戠殑鑰佸﹩鏄槑鏄?",3.8,/movie/17758
"
鐜嬬墝璐辫皪锛氭牸鏋楁柉姣?",7.2,/movie/17755
"
鍔満鎯婇瓊
",6.9,/movie/17753
"
灏稿繂
",6.6,/movie/17752
"
璋佺殑闈掓槬涓嶈糠鑼?",6.4,/movie/17570
"
浜＄晫涔嬮棬
",5.4,/movie/17748
"
榛戣壊闂數
",7.2,/movie/17745
"
澶辩湢鐢峰コ
",2.9,/movie/17741
"
瑙ｅ喅澹?",6.1,/movie/17739
"
鑻遍泟鏈壊2
",8.1,/movie/5012
"
绁炵埗淇变箰閮?",7,/movie/17738
"
闀皠灏忛槦
",5,/movie/17737
"
鐙愬灏忕孩濞樺墽鍦虹増:鐜嬫潈瀵岃吹
",7.9,/movie/17734
"
鏂楀湴涓讳紶濂囦箣鍙岀帇涔嬬帇
",3.5,/movie/17728
"
鏄熸渤鎴橀槦
",7.4,/movie/1139
"
浠插澶滈瓟娉?",7.3,/movie/14658
"
姝诲案灏戝コ鎯婇瓊鑸?",3.3,/movie/17726
"
濡勬兂鐥?",4.2,/movie/17708
"
鑻遍泟鏈壊
",8.6,/movie/4990
"
楝ｇ嫍璀﹀療
",6.3,/movie/15855
"
鏉€鎴寚浠?",5.6,/movie/17723
"
闀垮鍟嗕細
",7.8,/movie/14803
"
濂虫眽瀛愮湡鐖卞叕寮?",4.6,/movie/17540
"
杈涘痉鍕掔殑鍚嶅崟
",9.3,/movie/3766
"
閿欎簡鎬у埆锛屼笉閿欑埍2
",4.6,/movie/17719
"
涓嶆涔嬭韩
",5.2,/movie/17718
"
钃濊壊搴熷
",6.1,/movie/12713
"
鍒紑闂?",2.5,/movie/17716
"
涓囩墿涓€浣?",7.5,/movie/17713
"
鍖楁瀬绉绘皯
",4.7,/movie/17711
"
娲涙潐鐭舵崳铔嬭鍒?",5.3,/movie/17312
"
鏄庢棩杈圭紭
",8.1,/movie/12109
"
绁炴垬锛氭潈鍔涗箣鐪?",6.4,/movie/17253
"
鑵愬案
",5.1,/movie/17700
"
鍙樿殜浜?",4.8,/movie/17698
"
閫嗙埍
",3.6,/movie/17695
"
鍏夋槑涔嬩功
",7.3,/movie/17691
"
鎴戠殑閭诲眳鏄疎XO
",6.5,/movie/16995
"
鍝戝鍎?",5.3,/movie/17685
"
缁嗙粏鐨勭孩绾?",7.8,/movie/5561
"
姗勬鐞冧紶濂?",6.3,/movie/17683
"
鏃犵洰鏍囧湴鍖?",5.8,/movie/17676
"
鎾ょ绉戝▉鐗?",6.8,/movie/17675
"
鐚庣锛氬啲鏃ヤ箣鎴?",5.4,/movie/17639
"
杩滃ぇ鍓嶇▼
",6.1,/movie/17670
"
鍕囨暍鐨勫績
",8.8,/movie/1153
"
瓒呯骇鍚嶆ā2
",4.5,/movie/17667
"
鏈€鍚庣殑寰烽瞾浼婏細鍔犲皵濮嗘垬浜?",5.3,/movie/17666
"
姝讳骸鎴块棿
",4,/movie/17664
"
閭﹀Ξ鍜屽厠鑾卞痉锛氱敓涓庢
",6.8,/movie/17665
"
涓冨彿灏戝勾
",5.3,/movie/17663
"
鍔熷か鐔婄尗3
",7.7,/movie/16935
"
鎴戠殑鐖辨垜鐨勬柊濞?",6.7,/movie/14709
"
椋為拱鑹捐开
",8,/movie/17661
"
甯屽竷
",7.2,/movie/17659
"
鐢滆湝18宀?",5.3,/movie/9338
"
鍗堝瀵昏褰?",3.1,/movie/17656
"
姝︾姸鍏冭嫃涔炲効
",7.3,/movie/14581
"
缁欑埜鐖哥殑淇?",7.5,/movie/564
"
骞讳綋锛氱画鍛芥父鎴?",6.3,/movie/15758
"
鐧介洩鍏富涓庣寧浜?",5.4,/movie/5245
"
鏈烘鍗辨儏
",5.7,/movie/11926
"
鎺ㄦ墜
",8.3,/movie/17652
"
鍐版渤杩藉嚩
",5.7,/movie/17651
"
绮炬椋庝簯路闄堢湡
",6.1,/movie/278
"
璧屼緺1999
",6.5,/movie/505
"
淇虹墿璇?",7.2,/movie/17647
"
閫冨濞侀緳2
",7.1,/movie/487
"
铔囦箣鎷ユ姳
",7.7,/movie/17640
"
鎲ㄦ啫鍏富鐨勫績鎬?",7.5,/movie/17638
"
姹傝亴璁?",5.4,/movie/17635
"
鎭愭€栧皢鏄?",3.6,/movie/17630
"
澶忔礇鐗圭儲鎭?",7.4,/movie/16009
"
鍨簳杈ｅ
",8.1,/movie/16421
"
鍗曡韩鎸囧崡
",6.7,/movie/17628
"
濂冲帆
",6.7,/movie/17627
"
鍖楁柟鐏甸瓊涔?",6.7,/movie/17626
"
绉戞礇寮楅亾10鍙?",6.8,/movie/17625
"
鎴戠洓澶х殑甯岃厞濠氱ぜ2
",6.6,/movie/17624
"
鎴戜滑鍏ㄥ涓嶅お鐔?",5.1,/movie/17623
"
閾舵渤琛楅亾
",5.6,/movie/17622
"
閾佹嫵锛氳涔嬪浠?",6.8,/movie/942
"
鍗婄啛灏戝コ
",3.2,/movie/17621
"
澶┖鐔婄尗鑻遍泟褰掓潵
",2.5,/movie/17620
"
鍦ｅ畨濞滃杩?",7.6,/movie/4009
"
绂忛煶鎴樺＋鏂板墽鍦虹増锛氱牬
",9.3,/movie/4572
"
鐚劯鑰佸お澶?",5,/movie/17617
"
鍚屾
",6.4,/movie/17615
"
鐏攨鑻遍泟
",7.2,/movie/17401
"
绂忛煶鎴樺＋鏂板墽鍦虹増锛氬簭
",9.1,/movie/4556
"
鍏夎崳鎴樺焦
",8,/movie/7874
"
浣ｅ叺浼犲
",7.3,/movie/6245
"
鍏緤
",7.3,/movie/17609
"
澶嶄粐鐩涘
",5.3,/movie/17608
"
绌烘垬鑻辫豹
",7.4,/movie/4299
"
鏈€鍚庣殑姝﹀＋
",7.8,/movie/1454
"
绂忛煶鎴樺＋鏂板墽鍦虹増锛歈
",8.3,/movie/8202
"
澶嶆椿
",5.9,/movie/17605
"
澶╁浗鐜嬫湞
",8.2,/movie/5956
"
鍑拻涓囧瞾
",6.4,/movie/17603
"
鏈熼檺浜虹敓
",5.6,/movie/17602
"
涓嬫祦绁栫埗
",6.2,/movie/17601
"
鍙埍鑰佸コ浜?",6.8,/movie/17599
"
鎽╁ぉ澶фゼ
",5.6,/movie/17598
"
寮傛槦鎴樺満
",6.3,/movie/3910
"
鎴戠殑鐗瑰伐鐖风埛
",5.3,/movie/17412
"
鎴戜滑鏇剧粡鏄垬澹?",7.5,/movie/5700
"
鑰佸笀涓庢祦娴尗
",7.2,/movie/17595
"
鐖辨儏鐨勯€夋嫨
",5.7,/movie/17593
"
琛€鑵ユ槦鏈熷ぉ
",8.1,/movie/17592
"
楗鐢峰コ-濂借繙鍙堝ソ杩?",5.4,/movie/3370
"
涔濆眰濡栧
",4.2,/movie/15989
"
鑷存垜浠粓灏嗗埌鏉ョ殑鐖辨儏
",3.6,/movie/17589
"
淇′换
",7.2,/movie/17588
"
韪忚瀵绘
",7.3,/movie/17586
"
鏈哄姩鎴樺＋楂樿揪鐙鍏?锛氭媺鏅媺鏂殑浜＄伒
",9,/movie/4807
"
绾㈣壊璀︽垝999
",5.7,/movie/17581
"
澶滆幒
",5.8,/movie/17580
"
鏁㈡闃?
",6.7,/movie/12433
"
鍗堝閫冧骸
",5.8,/movie/17575
"
鐥呮瘨鍏ヤ镜
",4.3,/movie/17572
"
鐗瑰埆鍝嶏紝闈炲父杩?",7.7,/movie/3335
"
S-鏈€鍚庣殑璀﹀畼锛氬ず杩?",5.1,/movie/17565
"
绠＋鏌崇櫧鐚?",7.2,/movie/17255
"
鍐滃灏忓眿
",6.4,/movie/17559
"
濂囩壒鐨勬晠浜?",8.2,/movie/17555
"
鐜お骞虫磱
",7.7,/movie/9509
"
宀歌竟涔嬫梾
",6.4,/movie/17551
"
鐝嶅疂澶ф垬
",5.2,/movie/17549
"
鏁㈡闃?
",6.9,/movie/6506
"
鑽掗噹鐚庝汉
",7.8,/movie/16677
"
鎭愭€栧亣鏃?",5.6,/movie/17548
"
鑺瘮涔嬮棿璋嶅皬闃?",6,/movie/17547
"
楗鐢峰コ
",8.9,/movie/17546
"
楣扮溂
",7.1,/movie/5851
"
涓у案瓒崇悆
",4.8,/movie/17545
"
鏁扮爜瀹濊礉澶у啋闄﹖ri.绗?绔狅細鍐虫剰
",6.7,/movie/17543
"
鍗ц檸钘忛緳锛氶潚鍐ュ疂鍓?",4.7,/movie/17163
"
鍗佷簩鐚村瓙
",8,/movie/1223
"
楝间埂
",7.3,/movie/17541
"
鏁扮爜瀹濊礉澶у啋闄﹖ri.绗?绔狅細鍐嶄細
",6.9,/movie/17536
"
楂樻ゼ澶у姭妗?",6.8,/movie/1449
"
鍠滃
",8.7,/movie/17532
"
灏婁弗娈栨皯鍦?",7.6,/movie/17529
"
鏁㈡闃?",6.7,/movie/3682
"
寰蜂簯绀?0鍛ㄥ勾搴嗗吀
",8.2,/movie/17526
"
鍏嬫湕鏅柉
",5.8,/movie/17271
"
瀛ゅ牎鎯婃儏
",7.4,/movie/17524
"
鏄庢湀瀹堟姢鑰?",8.3,/movie/17523
"
瀛ょ嫭鐨勫垢瀛樿€?",8,/movie/17522
"
娴蜂笂閽㈢惔甯?",9.2,/movie/3782
"
椋炶瀹?",7.9,/movie/4699
"
鎴戞€掍簡
",5.4,/movie/17517
"
鏃ユ毊涔嬫瓕
",6.1,/movie/17516
"
鐧借壊涓ュ啲
",8.2,/movie/17515
"
涓存椂宸?",5.3,/movie/17514
"
榫欏湪鍝噷
",5.5,/movie/17513
"
鍚屽煄閭傞€?",3.7,/movie/17512
"
涓嶉€熶箣瀹?",4.7,/movie/17510
"
鐏甸瓊鎴樿溅2锛氬浠囨椂鍒?",6.4,/movie/3375
"
鍕囨暍鐨勪汉
",6.2,/movie/17508
"
甯岀壒鍕掑洖鏉ヤ簡
",7.7,/movie/17507
"
鐙嚜澶滃綊鐨勫コ瀛?",6.6,/movie/14420
"
鍠滀箰闀垮畨
",3,/movie/17506
"
閽㈢惔瀹?",8.9,/movie/3511
"
绌轰腑鐩戠嫳
",8,/movie/3493
"
鐏靛伓濂戠害
",6,/movie/17502
"
浣愬窞鑷晳鍏勫紵2
",5.9,/movie/17501
"
閭瓟[DVD鐗圿
",5.8,/movie/17500
"
鍦伴浄鍖?",8.5,/movie/17498
"
閾舵渤绯绘极娓告寚鍗?",8.1,/movie/17499
"
瑗挎父璁颁箣瀛欐偀绌轰笁鎵撶櫧楠ㄧ簿
",5.7,/movie/17069
"
鐪熷懡澶╁瓙
",6.4,/movie/17497
"
闄€鍦伴┍榄斾汉
",6.4,/movie/17495
"
闃撮槼鍏堢敓涔嬫湯浠ｅぉ甯?",4.9,/movie/17491
"
鍥藉瀹濊棌锛氬ず瀹濈绗?",6.9,/movie/1034
"
鐏甸瓊鎴樿溅
",6.1,/movie/3380
"
璧岀
",7.7,/movie/807
"
浜嗕笉璧风殑鐩栬尐姣?",7.6,/movie/8591
"
鏁欑殗璇炵敓
",7.5,/movie/17488
"
鍏版垐
",7.7,/movie/3244
"
鏄熸効
",7.1,/movie/17487
"
鏃犱汉鐪嬫姢
",6.4,/movie/17486
"
鎬掓捣鏁戞彺
",7.2,/movie/17485
"
澶哄懡鏋伀[DVD鐗圿
",5.9,/movie/17482
"
瀹舵湁鍠滀簨
",7.8,/movie/371
"
浜斿崄搴﹂粦
",4.6,/movie/17479
"
椋熸ⅵ鑰?",7.7,/movie/17476
"
闇归洺鐏?",6.7,/movie/15292
"
涓嶄竴鏍风殑澶╃┖
",8.6,/movie/9397
"
璐╁崠鐤戞儜鐨勫晢浜?",8,/movie/17469
"
闈掕洐鐜嬪浗涔嬪啺鍐诲ぇ鍐掗櫓
",5.2,/movie/17468
"
鍥藉瀹濊棌
",7.4,/movie/1040
"
鎴戠殑P.S.鎼。
",7.2,/movie/7448
"
绁炴帰
",8.2,/movie/3327
"
绛夌潃浣?",6.5,/movie/17456
"
鍓у満鐏?",4.1,/movie/17455
"
澶瀬鏃楅鎵?",8.1,/movie/5270
"
鎷晳澶у叺鐟炴仼
",8.7,/movie/3790
"
濂嬫枟鐨勪箶浼?",6.6,/movie/17454
"
蹇冪伒鎯宠澶у０鍛煎枈
",7.5,/movie/17452
"
铓辫湤
",5.9,/movie/17451
"
绱㈠皵涔嬪瓙
",7.3,/movie/17448
"
搴婁笅鏈変汉3
",2.6,/movie/17446
"
鐖辨儏楹昏荆鐑箣鎯呭畾缁堣韩
",4.7,/movie/17443
"
鎷胯捣鏋殑绠€
",6,/movie/17440
"
绗簲娉?",4.6,/movie/17366
"
琛€鍏夊厜浜斾汉甯細浼犺
",5.4,/movie/17435
"
闂叆鑰?",7.6,/movie/17433
"
缁濆湴鎴樿
",7.3,/movie/3885
"
閲嶇敓鐖变汉
",4.6,/movie/17422
"
骞村皯杞荤媯
",3.9,/movie/17420
"
娑堝け鐖变汉
",4.8,/movie/17417
"
澶槼娉?",6.9,/movie/5698
"
灏戝勾姹夊凹鎷?",6.8,/movie/3828
"
鍊掓暟杩藉嚮
",4.5,/movie/17411
"
妯啿鐩存挒濂借幈鍧?",4.5,/movie/15201
"
閾佸瀛愶細鍧氬浐鏌旀儏
",7.6,/movie/3360
"
鐚涚敺璇炵敓璁?",5.6,/movie/17392
"
绾儏
",7.1,/movie/17402
"
椋庤鎴樺＋
",7.3,/movie/3657
"
閾舵渤濂ョ壒鏇糞鍓у満鐗堬細鍐虫垬锛佸ゥ鐗?0鍕囧＋锛?",5.1,/movie/17397
"
姹夊凹鎷?",7.9,/movie/3751
"
甯濆浗鍙岀挧
",7.1,/movie/17393
"
娌夐粯鐨勭緮缇?",8.6,/movie/731
"
鍥句功棣嗘垬浜夛細璁板繂涔嬩功
",7.5,/movie/16195
"
娑堝け鐨勫嚩鎵?",4.8,/movie/16576
"
姝ｄ箟鑱旂洘澶ф垬灏戝勾娉板潶
",6.4,/movie/17388
"
鏋佹伓闈為亾2
",7.5,/movie/8159
"
闃挎尝缃?3鍙?",7.7,/movie/3708
"
娌诲娉曟潈
",5.4,/movie/17381
"
瓒呬汉锛氶挗閾佷箣韬?",6.8,/movie/9531
"
鍥句功棣嗘垬浜?锛氭渶鍚庣殑浠诲姟
",7.1,/movie/17380
"
闃垮憜涓庨樋鐡?",7.1,/movie/7258
"
绾㈣。灏忓コ瀛?",5.5,/movie/17378
"
鏉€姝绘睗浼?",6.4,/movie/17377
"
鎴戜笉鏄帇姣?",7.7,/movie/17274
"
鍏釜鎷旀渤濂?",6.3,/movie/17374
"
瓒呬汉褰掓潵
",6.4,/movie/4511
"
璇氬疄鍥藉害鐨勭埍涓戒笣
",7.5,/movie/17373
"
鍔熷か鐔婄尗涔嬪嵎杞寸殑绉樺瘑
",7.3,/movie/17371
"
鎴戠殑鍥界帇
",7.6,/movie/17370
"
闃垮憜涓庨樋鐡?
",6.2,/movie/17367
"
缂樹唤
",6.6,/movie/9396
"
浼︽暒闄疯惤
",6.1,/movie/17365
"
閬楀純
",6.4,/movie/17363
"
鎺㈤櫓闃熺殑鑽ｅ厜
",6,/movie/17357
"
闃挎媺涓佷笌绁炵伅
",6.4,/movie/17355
"
鍐版渤涓栫邯锛氬法铔嬫伓浣滃墽
",6.8,/movie/17354
"
鐖卞湪娣辩
",4.2,/movie/17351
"
鏆村姏澶╀娇
",4.1,/movie/17350
"
钃濈簿鐏?",7.1,/movie/545
"
灏忚彍涓€纰?",6.2,/movie/17348
"
鎴戞槸鍜屽皻
",6.7,/movie/17347
"
鍥炴函
",6.1,/movie/17346
"
绗ㄨ醇鍒窇
",2.8,/movie/17345
"
閫犻洦浜?",8,/movie/9362
"
鏂ぇ鏋楁牸鍕?",6,/movie/10343
"
9璺啣濠?",5.2,/movie/12891
"
楂樿窡闉嬪厛鐢?",5.1,/movie/17269
"
璇″▋
",2.4,/movie/17343
"
鏉€浜轰緷璧?",5.8,/movie/17342
"
鏋佺洍鑰?",6.8,/movie/16832
"
褰撶敺浜烘亱鐖辨椂
",7.3,/movie/17341
"
妫€瀵熷畼澶栦紶
",7.1,/movie/17339
"
鐗箔琛楀皯骞存潃浜轰簨浠?",8.6,/movie/17338
"
鐗圭閮ㄩ槦2锛氬叏闈㈠弽鍑?",6.4,/movie/9343
"
鍏ㄥ灏侀攣锛氱壒宸ヨ捣婧?",5.9,/movie/17337
"
鑷潃妫灄
",4.7,/movie/17335
"
闈炲父瀚岀枒鐘?",8.5,/movie/632
"
鍙堕棶3
",6.3,/movie/17022
"
鐗圭閮ㄩ槦锛氱溂闀滆泧鐨勫礇璧?",7.1,/movie/342
"
鐢樻硥鐜涗粳
",7.8,/movie/8051
"
鏄熺悆澶ф垬7锛氬師鍔涜閱?",7.1,/movie/16681
"
鎽囨憞娆插潬
",6.3,/movie/17329
"
鑰佺埜褰撳
",6.4,/movie/17324
"
鏋佹伓闈為亾
",7.6,/movie/6742
"
绔炵浉鐏粷
",8.1,/movie/17323
"
濂充富瑙掑け鏍?",6.3,/movie/17316
"
蹇冭烦闆惰窛绂?",7.5,/movie/17315
"
鍒嗘墜鍐嶈鎴戠埍浣?",6.5,/movie/16884
"
浣忚揣杞︾殑濂冲＋
",7.6,/movie/17307
"
婢勬矙涔嬪懗
",7.8,/movie/17304
"
鑷村懡鎬皥
",2.8,/movie/17303
"
绾硅韩瀹?",4.6,/movie/17302
"
鐖变笂搴撶弨涓€瀹?",6.3,/movie/17301
"
涓€璺悜鍗?",5.9,/movie/17300
"
缁濆懡娴锋嫈
",7.4,/movie/16239
"
鎴戠殑鈥滅嫄鏈嬬嫍鍙嬧€?",5.4,/movie/17299
"
鍓戦洦
",6.7,/movie/372
"
杩涘嚮鐨勫法浜虹湡浜虹増锛氬悗绡嚶蜂笘鐣岀粓缁?",7.5,/movie/17109
"
浜氬瓙鐨勭瀵?",5.9,/movie/8145
"
鎴橀┈
",7.8,/movie/1227
"
鍛婄櫧
",8.6,/movie/3978
"
鏋滃疂鐗规敾涔嬫按鏋滃ぇ閫冧骸
",5.8,/movie/17290
"
榄旈灞卞巻闄╄
",5.4,/movie/4243
"
鏈哄叧鏋墽甯?",6.5,/movie/4455
"
鍦扮嫳涔嬮棬锛氳€惰矾鎾掑喎
",5.1,/movie/17285
"
涓寸粓鍥т簨
",5.4,/movie/8781
"
鐝嶅Ξ鐨勫绀?",6.9,/movie/17278
"
鍌叉參涓庡亸瑙佷笌鍍靛案
",5.5,/movie/17276
"
鍦扮嫳褰掓潵
",6.6,/movie/17265
"
鐤媯鐨勭埍
",6.3,/movie/15267
"
榛勯楦夸箣閾侀浮鏂楄湀铓?",6.8,/movie/17261
"
鎴戜滑閮芥槸瓒呰兘鍔涜€咃紒鐢靛奖鐗?",5,/movie/17260
"
鎼忓嚮杩峰煄
",3.6,/movie/15129
"
濮愬
",5.8,/movie/17256
"
榧犳潵瀹?
",5.8,/movie/3283
"
缁村鍒╀簹鐨勭瀵嗘吵瑁呯壒杈?016
",6.6,/movie/17254
"
骞村吔澶т綔鎴?",5.7,/movie/17252
"
瀵掓垬
",7.4,/movie/7068
"
鐑楂樻牎2
",7.4,/movie/1098
"
蹇冭矾鍘嗙▼
",6.4,/movie/17248
"
璋嬫潃浼兼按骞村崕
",3.8,/movie/17246
"
椋庡彛闈掓槬
",3,/movie/17243
"
鐑楂樻牎
",7.4,/movie/1083
"
榧犳潵瀹濓細鏄庢槦淇变箰閮?",6.5,/movie/3322
"
绁炶瘽
",6.2,/movie/17238
"
缃殑鐣欑櫧
",5.2,/movie/17237
"
闇囪崱鏁堝簲
",6.9,/movie/17105
"
褰楁槦鏉ョ殑閭ｄ竴澶?",8.3,/movie/17231
"
鎴戠煡濂充汉蹇?",5.5,/movie/290
"
楗ラタ娓告垙3锛氬槻绗戦笩(涓?
",6.1,/movie/17000
"
鑴戜腑铚?",8.1,/movie/17230
"
鍏ヤ镜鑰?",5.4,/movie/17228
"
榧犳潵瀹?",7.1,/movie/3681
